"symbol","company_name"
"SLDB","Solid Biosciences Inc. - Common Stock"
"SLF","Sun Life Financial Inc. Common Stock"
"SLG","SL Green Realty Corp Common Stock"
"SLGG","Super League Gaming, Inc. - Common Stock"
"SLGL","Sol-Gel Technologies Ltd. - Common Stock"
"SLGN","Silgan Holdings Inc. - Common Stock"
"SLM","SLM Corporation - Common Stock"
"SLMBP","SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B"
"SLN","Silence Therapeutics Plc - American Depository Share"
"SLNG","Stabilis Solutions, Inc. - Common Stock"
"SLNO","Soleno Therapeutics, Inc. - Common Stock"
"SLP","Simulations Plus, Inc. - Common Stock"
"SLQT","SelectQuote, Inc. Common Stock"
"SLRC","SLR Investment Corp. - Common Stock"
"SLRX","Salarius Pharmaceuticals, Inc. - Common Stock"
"SLS","SELLAS Life Sciences Group, Inc.  - Common Stock"
"SLVO","Credit Suisse Silver Shares Covered Call Exchange Traded Notes"
"SM","SM Energy Company Common Stock"
"SMAR","Smartsheet Inc. Class A Common Stock"
"SMBC","Southern Missouri Bancorp, Inc. - Common Stock"
"SMBK","SmartFinancial, Inc. - Common Stock"
"SMCI","Super Micro Computer, Inc. - Common Stock"
"SMED","Sharps Compliance Corp. - Common Stock"
"SMFG","Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)"
"SMG","Scotts Miracle-Gro Company (The) Common Stock"
"SMHB","ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B"
"SMHI","SEACOR Marine Holdings Inc. Common Stock "
"SMID","Smith-Midland Corporation - Common Stock"
"SMIT","Schmitt Industries, Inc. - Common Stock"
"SMLP","Summit Midstream Partners, LP Common Units Representing Limited Partner Interests"
"SMM","Salient Midstream Common Shares of Beneficial Interest"
"SMMF","Summit Financial Group, Inc. - Common Stock"
"SMMT","Summit Therapeutics Inc.  - Common Stock"
"SMP","Standard Motor Products, Inc. Common Stock"
"SMPL","The Simply Good Foods Company - Common Stock"
"SMSI","Smith Micro Software, Inc. - Common Stock"
"SMTC","Semtech Corporation - Common Stock"
"SMTI","Sanara MedTech Inc. - Common Stock"
"SMTS","Sierra Metals Inc. Common Stock"
"SNA","Snap-On Incorporated Common Stock"
"SNAP","Snap Inc. Class A Common Stock"
"SNBR","Sleep Number Corporation - Common Stock"
"SNCR","Synchronoss Technologies, Inc. - Common Stock"
"SNCY","Sun Country Airlines Holdings, Inc. - Common Stock"
"SND","Smart Sand, Inc. - Common Stock"
"SNDL","Sundial Growers Inc. - Common Shares"
"SNDR","Schneider National, Inc. Common Stock"
"SNDX","Syndax Pharmaceuticals, Inc. - Common Stock"
"SNES","SenesTech, Inc. - Common Stock"
"SNEX","StoneX Group Inc. - Common Stock"
"SNFCA","Security National Financial Corporation - Class A Common Stock"
"SNGX","Soligenix, Inc. - Common Stock"
"SNII","Supernova Partners Acquisition Company II, Ltd. Class A Ordinary Shares"
"SNMP","Evolve Transition Infrastructure LP Common Stock"
"SNN","Smith & Nephew SNATS, Inc. Common Stock"
"SNOA","Sonoma Pharmaceuticals, Inc. - Common Stock"
"SNOW","Snowflake Inc. Class A Common Stock"
"SNP","China Petroleum & Chemical Corporation Common Stock"
"SNPR","Tortoise Acquisition Corp. II Class A Ordinary Shares"
"SNPS","Synopsys, Inc. - Common Stock"
"SNR","New Senior Investment Group Inc. Common Stock"
"SNRH","Senior Connect Acquisition Corp. I - Class A Common Stock"
"SNSE","Sensei Biotherapeutics, Inc. - Common Stock"
"SNV","Synovus Financial Corp. Common Stock"
"SNX","Synnex Corporation Common Stock"
"SNY","Sanofi - American Depositary Shares"
"SO","Southern Company (The) Common Stock"
"SOAC","Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares"
"SOGO","Sogou Inc. American Depositary Shares, each representing one Class A Ordinary Share"
"SOHO","Sotherly Hotels Inc. - Common Stock"
"SOHOB","Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock"
"SOHON","Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock"
"SOHOO","Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock"
"SOHU","Sohu.com Limited  - American Depositary Shares"
"SOI","Solaris Oilfield Infrastructure, Inc. Class A Common Stock"
"SOJB","Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1, 2076"
"SOJC","Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077"
"SOJD","Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080"
"SOJE","Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060"
"SOL","Renesola Ltd. American Depsitary Shares (Each representing 10 shares)"
"SOLN","Southern Company (The) 2019 Series A Corporate Units"
"SOLO","Electrameccanica Vehicles Corp. Ltd. - Common Stock"
"SOLY","Soliton, Inc. - Common Stock"
"SON","Sonoco Products Company Common Stock"
"SONM","Sonim Technologies, Inc. - Common Stock"
"SONN","Sonnet BioTherapeutics Holdings, Inc. - Common Stock"
"SONO","Sonos, Inc. - Common Stock"
"SONY","Sony Group Corporation American Depositary Shares "
"SOR","Source Capital, Inc. Common Stock"
"SOS","SOS Limited American Depositary Shares"
"SP","SP Plus Corporation - Common Stock"
"SPAQ","Spartan Acquisition Corp. III Class A Common Stock"
"SPB","Spectrum Brands Holdings, Inc. Common Stock"
"SPCB","SuperCom, Ltd. - Ordinary Shares"
"SPCE","Virgin Galactic Holdings, Inc. Common Stock"
"SPE","Special Opportunities Fund, Inc Common Stock"
"SPFI","South Plains Financial, Inc. - Common Stock"
"SPFR","Jaws Spitfire Acquisition Corporation Class A Ordinary Shares"
"SPG","Simon Property Group, Inc. Common Stock"
"SPGI","S&P Global Inc. Common Stock"
"SPGS","Simon Property Group Acquisition Holdings, Inc. Class A Common Stock"
"SPH","Suburban Propane Partners, L.P. Common Stock"
"SPI","SPI Energy Co., Ltd. - Ordinary Shares"
"SPKB","Silver Spike Acquisition Corp II - Class A Ordinary Shares"
"SPKE","Spark Energy, Inc. - Class A Common Stock"
"SPKEP","Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock"
"SPLK","Splunk Inc. - Common Stock"
"SPLP","Steel Partners Holdings LP LTD PARTNERSHIP UNIT"
"SPNE","SeaSpine Holdings Corporation - Common Stock"
"SPNS","Sapiens International Corporation N.V. - Common Shares"
"SPNT","SiriusPoint Ltd. Common Shares"
"SPNV","Supernova Partners Acquisition Company, Inc. Class A Common Stock"
"SPOK","Spok Holdings, Inc. - Common Stock"
"SPOT","Spotify Technology S.A. Ordinary Shares"
"SPPI","Spectrum Pharmaceuticals, Inc. - Common Stock"
"SPR","Spirit Aerosystems Holdings, Inc. Common Stock"
"SPRB","Spruce Biosciences, Inc. - Common Stock"
"SPRO","Spero Therapeutics, Inc. - Common Stock"
"SPRQ","Spartan Acquisition Corp. II Class A Common Stock"
"SPRT","Support.com, Inc. - Common Stock"
"SPSC","SPS Commerce, Inc. - Common Stock"
"SPT","Sprout Social, Inc - Class A Common Stock"
"SPTK","SportsTek Acquisition Corp. - Class A Common Stock"
"SPTN","SpartanNash Company - Common Stock"
"SPWH","Sportsman's Warehouse Holdings, Inc. - Common Stock"
"SPWR","SunPower Corporation - Common Stock"
"SPXC","SPX Corporation Common Stock"
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund"
"SQ","Square, Inc. Class A Common Stock"
"SQBG","Sequential Brands Group, Inc. - Common Stock"
"SQFT","Presidio Property Trust, Inc. - Class A Common Stock"
"SQM","Sociedad Quimica y Minera S.A. Common Stock"
"SQNS","Sequans Communications S.A. American Depositary Shares"
"SQZ","SQZ Biotechnologies Company Common Stock"
"SR","Spire Inc. Common Stock"
"SRAC","Stable Road Acquisition Corp. - Class A Common Stock"
"SRAX","SRAX, Inc. - Class A Common Stock"
"SRC","Spirit Realty Capital, Inc. Common Stock"
"SRCE","1st Source Corporation - Common Stock"
"SRCL","Stericycle, Inc. - Common Stock"
"SRDX","Surmodics, Inc. - Common Stock"
"SRE","Sempra Energy Common Stock"
"SREA","Sempra Energy 5.750% Junior Subordinated Notes due 2079"
"SREV","ServiceSource International, Inc. - Common Stock"
"SRG","Seritage Growth Properties Class A Common Stock"
"SRGA","Surgalign Holdings, Inc. - Common Stock"
"SRI","Stoneridge, Inc. Common Stock"
"SRL","Scully Royalty Ltd."
"SRLP","Sprague Resources LP Common Units representing Limited Partner Interests"
"SRNE","Sorrento Therapeutics, Inc. - Common Stock"
"SRNG","Soaring Eagle Acquisition Corp. - Class A Ordinary Share"
"SRPT","Sarepta Therapeutics, Inc. - Common Stock"
"SRRA","Sierra Oncology, Inc. - Common Stock"
"SRRK","Scholar Rock Holding Corporation - Common Stock"
"SRSA","Sarissa Capital Acquisition Corp. - Class A Ordinary Shares"
"SRT","StarTek, Inc. Common Stock"
"SRTS","Sensus Healthcare, Inc. - Common Stock"
"SRV","Cushing MLP & Infrastructure Total Return Fund"
"SSAA","Science Strategic Acquisition Corp. Alpha - Class A Common Stock"
"SSB","South State Corporation - Common Stock"
"SSBI","Summit State Bank - Common Stock"
"SSD","Simpson Manufacturing Company, Inc. Common Stock"
"SSKN","Strata Skin Sciences, Inc. - Common Stock"
"SSL","Sasol Ltd. American Depositary Shares"
"SSNC","SS&C Technologies Holdings, Inc. - Common Stock"
"SSNT","SilverSun Technologies, Inc. - Common Stock"
"SSP","E.W. Scripps Company (The) - Class A Common Stock"
"SSPK","Silver Spike Acquisition Corp. - Class A Ordinary Shares"
"SSRM","SSR Mining Inc. - Common Stock"
"SSSS","SuRo Capital Corp. - Common Stock"
"SSTI","ShotSpotter, Inc. - Common Stock"
"SSTK","Shutterstock, Inc. Common Stock"
"SSY","SunLink Health Systems, Inc. Common Stock"
"SSYS","Stratasys, Ltd. - Common Stock"
"ST","Sensata Technologies Holding plc Ordinary Shares"
"STAA","STAAR Surgical Company - Common Stock"
"STAF","Staffing 360 Solutions, Inc. - Common Stock"
"STAG","Stag Industrial, Inc. Common Stock"
"STAR","iStar Inc. Common Stock"
"STAY","Extended Stay America, Inc. - Paired Shares"
"STBA","S&T Bancorp, Inc. - Common Stock"
"STC","Stewart Information Services Corporation Common Stock"
"STCN","Steel Connect, Inc. - Common Stock"
"STE","STERIS plc (Ireland) Ordinary Shares"
"STEM","Stem, Inc. Class A Common Stock"
"STEP","StepStone Group Inc. - Class A Common Stock"
"STFC","State Auto Financial Corporation - Common Stock"
"STG","Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares"
"STIC","Northern Star Acquisition Corp. Class A Common Stock"
"STIM","Neuronetics, Inc. - Common Stock"
"STK","Columbia Seligman Premium Technology Growth Fund Inc"
"STKL","SunOpta, Inc. - Common Stock"
"STKS","The ONE Group Hospitality, Inc. - Common Stock"
"STL","Sterling Bancorp"
"STLA","Stellantis N.V. Common Shares"
"STLD","Steel Dynamics, Inc. - Common Stock"
"STM","STMicroelectronics N.V. Common Stock"
"STMP","Stamps.com Inc. - Common Stock"
"STN","Stantec Inc Common Stock"
"STND","Standard AVB Financial Corp. - Common Stock"
"STNE","StoneCo Ltd. - Class A Common Share"
"STNG","Scorpio Tankers Inc. Common Shares"
"STOK","Stoke Therapeutics, Inc. - Common Stock"
"STON","StoneMor Inc. Common Stock"
"STOR","STORE Capital Corporation Common Stock"
"STPC","Star Peak Corp II Class A Common Stock"
"STRA","Strategic Education, Inc. - Common Stock"
"STRL","Sterling Construction Company Inc - Common Stock"
"STRM","Streamline Health Solutions, Inc. - Common Stock"
"STRO","Sutro Biopharma, Inc. - Common Stock"
"STRR","Star Equity Holdings, Inc. - Common Stock"
"STRRP","Star Equity Holdings, Inc. - Series A Cumulative Perpetual Preferred Stock"
"STRS","Stratus Properties Inc. - Common Stock"
"STRT","STRATTEC SECURITY CORPORATION - Common Stock"
"STSA","Satsuma Pharmaceuticals, Inc. - Common stock"
"STT","State Street Corporation Common Stock"
"STTK","Shattuck Labs, Inc. - Common Stock"
"STWD","STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc."
"STWO","ACON S2 Acquisition Corp. - Class A ordinary shares"
"STX","Seagate Technology PLC - Ordinary Shares (Ireland)"
"STXB","Spirit of Texas Bancshares, Inc. - Common Stock"
"STXS","Stereotaxis, Inc. Common Stock"
"STZ","Constellation Brands, Inc. Common Stock"
"SU","Suncor Energy  Inc. Common Stock"
"SUI","Sun Communities, Inc. Common Stock"
"SUM","Summit Materials, Inc. Class A Common Stock"
"SUMO","Sumo Logic, Inc. - Common Stock"
"SUMR","Summer Infant, Inc. - Common Stock"
"SUN","Sunoco LP Common Units representing limited partner interests"
"SUNS","SLR Senior Investment Corp. - Common Stock"
"SUNW","Sunworks, Inc. - Common Stock"
"SUP","Superior Industries International, Inc. Common Stock (DE)"
"SUPN","Supernus Pharmaceuticals, Inc. - Common Stock"
"SUPV","Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares"
"SURF","Surface Oncology, Inc. - Common Stock"
"SUZ","Suzano S.A. American Depositary Shares (each representing One Ordinary Share)"
"SV","Spring Valley Acquisition Corp. - Class A Ordinary Share"
"SVA","Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)"
"SVAC","Starboard Value Acquisition Corp. - Class A Common Stock"
"SVBI","Severn Bancorp Inc - Common Stock"
"SVC","Service Properties Trust - Shares of Beneficial Interest"
"SVFA","SVF Investment Corp. - Class A Ordinary Shares"
"SVFB","SVF Investment Corp. 2 - Class A Ordinary Shares"
"SVFC","SVF Investment Corp. 3 - Class A Ordinary Shares"
"SVM","Silvercorp Metals Inc. Common Shares"
"SVMK","SVMK Inc. - Common Stock"
"SVOK","Seven Oaks Acquisition Corp. - Class A Common Stock"
"SVRA","Savara, Inc. - Common Stock"
"SVT","Servotronics, Inc. Common Stock"
"SVVC","Firsthand Technology Value Fund, Inc. - Common Stock"
"SWAV","ShockWave Medical, Inc. - Common Stock"
"SWBI","Smith & Wesson Brands, Inc. - Common Stock"
"SWBK","Switchback II Corporation Class A Ordinary Shares"
"SWCH","Switch, Inc. Class A Common Stock"
"SWET","Athlon Acquisition Corp. - Class A Common stock"
"SWI","SolarWinds Corporation Common Stock"
"SWIM","Latham Group, Inc. - Common Stock"
"SWIR","Sierra Wireless, Inc. - Common Stock"
"SWK","Stanley Black & Decker, Inc. Common Stock"
"SWKH","SWK Holdings Corporation - Common Stock"
"SWKS","Skyworks Solutions, Inc. - Common Stock"
"SWM","Schweitzer-Mauduit International, Inc. Common Stock"
"SWN","Southwestern Energy Company Common Stock"
"SWT","Stanley Black & Decker, Inc. Corporate Unit"
"SWTX","SpringWorks Therapeutics, Inc. - common stock"
"SWX","Southwest Gas Holdings, Inc. Common Stock (DE)"
"SWZ","Swiss Helvetia Fund, Inc. (The) Common Stock"
"SXC","SunCoke Energy, Inc. Common Stock"
"SXI","Standex International Corporation Common Stock"
"SXT","Sensient Technologies Corporation Common Stock"
"SXTC","China SXT Pharmaceuticals, Inc. - Common Stock"
"SY","So-Young International Inc. - American Depository Shares"
"SYBT","Stock Yards Bancorp, Inc. - Common Stock"
"SYBX","Synlogic, Inc. - Common Stock"
"SYF","Synchrony Financial Common Stock"
"SYK","Stryker Corporation Common Stock"
"SYKE","Sykes Enterprises, Incorporated - Common Stock"
"SYN","Synthetic Biologics, Inc. Common Stock"
"SYNA","Synaptics Incorporated - Common Stock"
"SYNH","Syneos Health, Inc. - Class A Common Stock"
"SYNL","Synalloy Corporation - Common Stock"
"SYPR","Sypris Solutions, Inc. - Common Stock"
"SYRS","Syros Pharmaceuticals, Inc. - common stock"
"SYTA","Siyata Mobile, Inc. - Common Shares"
"SYX","Systemax Inc. Common Stock"
"SYY","Sysco Corporation Common Stock"
"SZC","Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest"
"T","AT&T Inc."
"TA","TravelCenters of America Inc.  - Common Stock"
"TAC","TransAlta Corporation Ordinary Shares"
"TACA","Trepont Acquisition Corp I Class A Ordinary Shares"
"TACO","Del Taco Restaurants, Inc. - Common Stock"
"TACT","TransAct Technologies Incorporated - Common Stock"
"TAIT","Taitron Components Incorporated - Class A Common Stock"
"TAK","Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)"
"TAL","TAL Education Group American Depositary Shares"
"TALO","Talos Energy, Inc. Common Stock"
"TALS","Talaris Therapeutics, Inc. - Common Stock"
"TANH","Tantech Holdings Ltd. - Common Stock"
"TANNI","TravelCenters of America Inc.  - 8.25% Senior Notes due 2028"
"TANNL","TravelCenters of America Inc.  - 8.00% Senior Notes due 2029"
"TANNZ","TravelCenters of America Inc.  - 8.00% Senior Notes due 2030"
"TAOP","Taoping Inc. - Ordinary Shares"
"TAP","Molson Coors Beverage Company Class B Common Stock"
"TARA","Protara Therapeutics, Inc.  - Common Stock"
"TARO","Taro Pharmaceutical Industries Ltd. Ordinary Shares"
"TARS","Tarsus Pharmaceuticals, Inc. - Common Stock"
"TAST","Carrols Restaurant Group, Inc. - Common Stock"
"TATT","TAT Technologies Ltd. - Ordinary Shares"
"TAYD","Taylor Devices, Inc. - Common Stock"
"TBA","Thoma Bravo Advantage Class A Ordinary Shares"
"TBB","AT&T Inc. 5.350% Global Notes due 2066"
"TBBK","The Bancorp, Inc. - Common Stock"
"TBC","AT&T Inc. 5.625% Global Notes due 2067"
"TBCP","Thunder Bridge Capital Partners III Inc. - Class A Common Stock"
"TBI","TrueBlue, Inc. Common Stock"
"TBIO","Translate Bio, Inc. - Common Stock"
"TBK","Triumph Bancorp, Inc. - Common Stock"
"TBKCP","Triumph Bancorp, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock "
"TBLT","ToughBuilt Industries, Inc. - Common Stock"
"TBNK","Territorial Bancorp Inc. - Common Stock"
"TBPH","Theravance Biopharma, Inc. - Ordinary Shares"
"TC","TuanChe Limited - American Depositary Shares"
"TCAC","Tuatara Capital Acquisition Corporation - Class A Ordinary Shares"
"TCBI","Texas Capital Bancshares, Inc. - Common Stock"
"TCBIL","Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042"
"TCBIO","Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B"
"TCBIP","Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A"
"TCBK","TriCo Bancshares - Common Stock"
"TCDA","Tricida, Inc. - Common Stock"
"TCF","TCF Financial Corporation - Common Stock"
"TCFC","The Community Financial Corporation - Common Stock"
"TCFCP","TCF Financial Corporation - Depositary Shares representing 5.70% Series C Non-Cumulative Preferred Stock"
"TCI","Transcontinental Realty Investors, Inc. Common Stock"
"TCMD","Tactile Systems Technology, Inc. - Common Stock"
